"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Sep 03 09:19:45 GMT 2021","Fri Sep 03 09:19:46 GMT 2021","826","","Tests.Tests","","Tests.Tests","radioButtonTest","radioButtonTest()",""
"broken","Fri Sep 03 09:19:46 GMT 2021","Fri Sep 03 09:19:46 GMT 2021","224","","Tests.Tests","","Tests.Tests","findRadioButtonsTextTest","findRadioButtonsTextTest()",""
