"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 03 09:31:03 GMT 2021","Fri Sep 03 09:31:04 GMT 2021","1668","","Tests.Tests","","Tests.Tests","radioButtonTest","radioButtonTest()",""
"passed","Fri Sep 03 09:31:04 GMT 2021","Fri Sep 03 09:31:05 GMT 2021","864","","Tests.Tests","","Tests.Tests","findRadioButtonsTextTest","findRadioButtonsTextTest()",""
